--_BeginData_
SMU|Pancakes|100,000|100,000|0
SMU|Money for the honey|80,000|80,000|0
TP|Flair|94,296.33|94,296.33|0
SMU|The Monkeys|80,000|80,000|0
NTU|La Carte|80,000|80,000|0
NTU|Alibaba|80,000|80,000|0
NUS|X-men|90,000|90,000|0
SIM|77|80,000|80,000|0
NUS|Z|100,000|100,000|0
NTU|Team Wally|112,973.64|112,973.64|0
SMU|ying yang traders|100,000|100,000|0
NTU|AlphaBeta|100,000|100,000|0
NUS|MegaMoney|100,000|100,000|0
NTU|Wetrade|100,000|100,000|0
SIM|Duo|100,000|100,000|0
NUS|FOREVER YOUNG|100,000|100,000|0
SIM|big banana|100,000|100,000|0
NTU|SolidMAT|100,000|100,000|0
NTU|Rockina|110,000|110,000|0
NTU|Tan Family|100,000|100,000|0
NTU|Bullish Streak|100,000|100,000|0
SMU|WHO|100,542.65|100,542.65|0
NP|Chili|100,000|100,000|0
NUS|Yamada|100,000|100,000|0
NUS|Submarine|100,000|100,000|0
NP|Scarlet|100,000|100,000|0
NUS|Kimlane|130,000|130,000|0
NUS|NeoCo|100,000|100,000|0
NTU|Trader Joe|100,000|100,000|0
NTU|GREEN TEA|100,000|100,000|0
NUS|Glen and Andre Capital Partners|100,000|100,000|0
NUS|Chuang Xin Ting Ke|100,000|100,000|0
NP|Pumped Up Kids|100,000|100,000|0
SMU|SMUrfs|100,000|100,000|0
NTU|Le Fantôme|100,000|100,000|0
NUS|Veterans|100,000|100,000|0
RP|Team Lepak|100,000|100,000|0
NTU|Dragon Tuskers|100,000|100,000|0
SMU|loveprevails|100,000|100,000|0
NUS|Perception|100,000|100,000|0
NTU|Team Winstonism|100,000|100,000|0
SMU|desdunlie|100,000|100,000|0
NTU|Loaded Dice|101,575.36|101,575.36|0
SP|Never lose moneh|100,000|100,000|0
NUS|FINXXX|100,000|100,000|0
NUS|Security|100,000|100,000|0
NUS|Hungry Old Men|100,000|100,000|0
NUS|Starducks|103,542.4|103,542.4|0
NTU|victory|100,000|100,000|0
RP|Project X|110,000|110,000|0
SMU|Norne LLP|100,000|100,000|0
NUS|Beyond3000|100,000|100,000|0
NUS|Wai Capital|100,000|100,000|0
NP|PPG RULE SGX|100,000|100,000|0
NP|MFZ NETWORK|111,378.88|111,378.88|0
SMU|The Merchants|100,000|100,000|0
NUS|yangnus5|100,000|100,000|0
NP|comeinmybed|100,000|100,000|0
NTU|NTUHoneybadger|100,000|100,000|0
SMU|Diaosers|100,000|100,000|0
NUS|chandeliersablaze|100,000|100,000|0
NTU|Edouard|100,000|100,000|0
NTU|Riverside|100,000|100,000|0
NUS|k|100,191.41|100,191.41|0
NTU|Exchangenomics|100,000|100,000|0
NUS|FDtrading|100,000|100,000|0
SMU|Hakuna Matata|100,000|100,000|0
NUS|Trojan|100,000|100,000|0
NUS|famiLEE|100,000|100,000|0
NUS|Dragon Finance|100,000|100,000|0
SMU|Slap Pals|100,000|100,000|0
SP|Honey Badger|100,000|100,000|0
NTU|Champions|100,000|100,000|0
NUS|Gingerbread|103,078.75|103,078.75|0
NUS|SHANGHAIBEAR|100,000|100,000|0
NTU|Best of luck|100,000|100,000|0
NUS|Dragon|100,000|100,000|0
NUS|Strawberry Vanilla Chocolate|129,973.24|129,968.24|-0
NUS|Bollinger|79,963.24|79,958.24|-0.01
NTU|DOG|109,840.47|109,829.85|-0.01
NUS|CIT|99,781.47|99,769.07|-0.01
NTU|Yakult|85,000|84,986.48|-0.02
NTU|NTU EEE|79,938.24|79,923.24|-0.02
SIM|TitansUnleashed|100,216.26|100,195.98|-0.02
SMU|Securities|97,859.2|97,832.44|-0.03
TP|Team Ace|99,966.48|99,938.13|-0.03
NP|Visionary|80,000|79,973.11|-0.03
SMU|FATE|99,679.71|99,634.71|-0.05
NUS|AAA|110,000|109,942.85|-0.05
NUS|Les Petits Pommes|98,607.28|98,553.42|-0.05
NTU|Allstar|79,973.24|79,923.24|-0.06
NP|Pai|100,000|99,923.22|-0.08
TP|SDQ Investments|99,994.72|99,917.84|-0.08
NUS|M&N|99,659.68|99,579.68|-0.08
NUS|A Ton Of Money|108,024.64|107,921.07|-0.1
NTU|XD|109,712.4|109,606.07|-0.1
